,Season,Gameday,Link,Score,Minute,Player
1579,2004,18,677829,-1,39,22574
1580,2004,18,677829,0,79,24378
1581,2004,19,677833,1,31,63
1582,2004,19,677833,0,40,22934
1583,2004,19,677833,1,78,25206
1584,2004,19,677835,1,28,22814
1585,2004,19,677835,2,31,9079
1586,2004,19,677835,3,70,22819
1587,2004,19,677835,4,78,23504
1588,2004,19,677836,-1,29,1757
1589,2004,19,677837,1,29,25041
1590,2004,19,677837,0,49,22928
1591,2004,19,677838,1,57,22664
1592,2004,19,677840,1,57,23263
1593,2004,19,677840,2,74,1738
1594,2004,19,677841,-1,6,23859
1595,2004,19,677841,-2,11,144
1596,2004,19,677841,-1,52,27621
1597,2004,19,677841,0,71,24364
1598,2004,19,677841,-1,83,29757
1599,2004,19,677841,-2,85,144
1600,2004,19,677839,1,5,9126
1601,2004,19,677839,2,31,23709
1602,2004,19,677839,1,45,30893
1603,2004,19,677839,2,62,9126
1604,2004,19,677839,1,65,29700
1605,2004,20,677842,1,15,25173
1606,2004,20,677842,0,61,23475
1607,2004,20,677844,-1,6,25041
1608,2004,20,677844,-2,30,463
1609,2004,20,677844,-3,56,463
1610,2004,20,677844,-2,72,24762
1611,2004,20,677845,1,19,22574
1612,2004,20,677845,0,29,9122
1613,2004,20,677846,1,45,25031
1614,2004,20,677846,2,68,29270
1615,2004,20,677847,-1,26,1654
1616,2004,20,677847,-2,68,235
1617,2004,20,677847,-3,76,1654
1618,2004,20,677848,-1,30,27558
1619,2004,20,677848,-2,53,27558
1620,2004,20,677848,-1,82,30176
1621,2004,20,677848,-2,90,25206
1622,2004,20,677849,-1,25,22575
1623,2004,20,677849,0,66,25496
1624,2004,20,677849,1,73,22838
1625,2004,20,677849,0,90,22645
1626,2004,20,677843,-1,13,25338
1627,2004,20,677843,0,25,29746
1628,2004,20,677843,1,30,25875
1629,2004,20,677843,2,49,25875
1630,2004,20,677843,1,62,28296
1631,2004,20,677850,1,26,1185
1632,2004,20,677850,2,49,430
1633,2004,20,677850,1,50,23709
1634,2004,20,677850,0,59,27616
1635,2004,20,677850,-1,87,27646
1636,2004,21,677853,1,21,25041
1637,2004,21,677855,1,29,30611
1638,2004,21,677855,2,88,32627
1639,2004,21,677856,1,13,22057
1640,2004,21,677856,2,35,22575
1641,2004,21,677856,3,86,27823
1642,2004,21,677857,1,4,320
1643,2004,21,677857,2,51,23141
1644,2004,21,677857,1,83,25496
1645,2004,21,677858,-1,15,24364
1646,2004,21,677858,0,17,63
1647,2004,21,677858,1,54,27975
1648,2004,21,677859,1,30,512
1649,2004,21,677859,0,79,29757
1650,2004,21,677859,1,90,24795
1651,2004,21,677851,1,64,23504
1652,2004,21,677851,2,69,22814
1653,2004,21,677852,1,23,23949
1654,2004,21,677852,2,61,9122
1655,2004,21,677852,1,80,26110
1656,2004,21,677852,2,83,9122
1657,2004,22,677860,1,29,27558
1658,2004,22,677860,2,40,24618
1659,2004,22,677860,1,51,26143
1660,2004,22,677861,1,35,25400
1661,2004,22,677861,2,56,21734
1662,2004,22,677861,1,80,33864
1663,2004,22,677861,2,84,30865
1664,2004,22,677862,1,4,313
1665,2004,22,677862,2,6,25031
1666,2004,22,677862,3,28,24314
1667,2004,22,677862,4,34,25031
1668,2004,22,677862,5,54,25031
1669,2004,22,677864,-1,3,25733
1670,2004,22,677864,0,30,29757
1671,2004,22,677864,-1,33,242
1672,2004,22,677864,0,53,29757
1673,2004,22,677864,-1,60,25733
1674,2004,22,677864,-2,79,22814
1675,2004,22,677866,1,4,29781
1676,2004,22,677866,2,7,27607
1677,2004,22,677866,3,63,430
1678,2004,22,677866,4,83,1437
1679,2004,22,677868,-1,4,27616
1680,2004,22,677868,-2,7,23156
1681,2004,22,677868,-1,38,27327
1682,2004,22,677868,-2,63,21927
1683,2004,22,677868,-3,85,32627
1684,2004,22,677865,1,10,27472
1685,2004,22,677867,1,38,127
1686,2004,22,677867,0,44,22645
1687,2004,22,677867,-1,66,22645
1688,2004,22,677867,-2,79,22645
1689,2004,23,677869,1,28,26073
1690,2004,23,677869,2,54,25041
1691,2004,23,677869,3,74,463
1692,2004,23,677870,-1,52,21998
1693,2004,23,677871,1,45,29735
1694,2004,23,677871,2,49,1588
1695,2004,23,677871,3,53,27646
1696,2004,23,677871,4,73,24533
1697,2004,23,677875,1,4,260
1698,2004,23,677875,2,16,30895
1699,2004,23,677875,3,31,26483
1700,2004,23,677875,2,78,63
1701,2004,23,677875,3,81,30895
1702,2004,23,677877,1,6,9122
1703,2004,23,677877,2,19,23091
1704,2004,23,677877,1,30,29757
1705,2004,23,677877,2,72,22708
1706,2004,23,677872,1,65,27823
1707,2004,23,677876,1,80,25733
1708,2004,23,677876,0,89,27472
1709,2004,24,677879,1,23,22052
1710,2004,24,677879,2,26,22905
1711,2004,24,677879,3,43,6000
1712,2004,24,677879,4,71,1823
1713,2004,24,677879,5,82,22907
1714,2004,24,677881,1,47,294
1715,2004,24,677881,2,74,27472
1716,2004,24,677881,1,76,30191
1717,2004,24,677882,1,21,27975
1718,2004,24,677883,1,87,29746
1719,2004,24,677884,-1,27,25496
1720,2004,24,677885,-1,30,22645
1721,2004,24,677885,-2,77,26563
1722,2004,24,677886,1,7,1666
1723,2004,24,677878,-1,50,21801
1724,2004,24,677878,0,85,29031
1725,2004,24,677880,-1,62,221
1726,2004,24,677880,0,76,29757
1727,2004,24,677880,-1,85,24746
1728,2004,24,677880,0,89,30176
1729,2004,25,677889,1,36,24840
1730,2004,25,677889,2,49,24840
1731,2004,25,677889,3,52,25496
1732,2004,25,677889,2,70,30194
1733,2004,25,677890,1,6,30054
1734,2004,25,677891,1,45,26143
1735,2004,25,677892,1,5,22819
1736,2004,25,677892,2,13,1344
1737,2004,25,677892,1,24,26483
1738,2004,25,677892,0,29,26483
1739,2004,25,677892,-1,62,235
1740,2004,25,677892,0,84,9079
1741,2004,25,677893,-1,2,25206
1742,2004,25,677893,0,20,23949
1743,2004,25,677893,1,27,24866
1744,2004,25,677893,0,38,63
1745,2004,25,677893,-1,43,31650
1746,2004,25,677893,-2,71,21805
1747,2004,25,677893,-1,87,9122
1748,2004,25,677895,1,7,34352
1749,2004,25,677895,0,23,1056
1750,2004,25,677895,1,58,22664
1751,2004,25,677895,0,85,29757
1752,2004,25,677895,-1,90,29757
1753,2004,25,677888,1,69,26563
1754,2004,25,677894,-1,43,263
1755,2004,25,677894,-2,90,263
1756,2004,26,677896,1,13,29041
1757,2004,26,677896,2,46,9079
1758,2004,26,677898,-1,10,24746
1759,2004,26,677898,0,29,26807
1760,2004,26,677898,1,57,71
1761,2004,26,677898,0,61,463
1762,2004,26,677898,-1,86,27336
1763,2004,26,677899,1,29,26084
1764,2004,26,677899,2,56,26084
1765,2004,26,677899,3,90,1654
1766,2004,26,677900,-1,31,29746
1767,2004,26,677900,0,59,27744
1768,2004,26,677900,1,73,29338
1769,2004,26,677901,1,15,30194
1770,2004,26,677901,2,24,202
1771,2004,26,677901,3,38,30194
1772,2004,26,677901,4,40,24378
1773,2004,26,677901,5,58,22574
1774,2004,26,677901,4,73,26228
1775,2004,26,677902,-1,16,23848
1776,2004,26,677902,0,41,26110
1777,2004,26,677902,1,66,24314
1778,2004,26,677902,2,89,1666
1779,2004,26,677904,-1,22,9126
1780,2004,26,677904,-2,45,9126
1781,2004,26,677904,-1,69,29567
1782,2004,26,677897,1,20,363
1783,2004,26,677903,1,1,22052
1784,2004,26,677903,0,70,26563
1785,2004,26,677903,1,79,22907
1786,2004,27,677905,1,41,29700
1787,2004,27,677905,2,58,1331
1788,2004,27,677906,-1,29,27701
1789,2004,27,677906,-2,45,25632
1790,2004,27,677906,-3,55,510
1791,2004,27,677908,-1,72,25410
1792,2004,27,677908,-2,90,25410
1793,2004,27,677909,1,66,34392
1794,2004,27,677911,1,19,23209
1795,2004,27,677911,0,40,24618
1796,2004,27,677912,-1,48,263
1797,2004,27,677912,0,52,9126
1798,2004,27,677912,-1,86,24967
1799,2004,27,677913,1,24,27823
1800,2004,27,677913,2,36,27823
1801,2004,27,677913,3,40,22645
1802,2004,27,677913,2,55,26449
1803,2004,27,677913,3,74,26563
1804,2004,27,677907,1,30,22928
1805,2004,27,677907,2,52,30521
1806,2004,27,677907,1,70,24378
1807,2004,27,677907,0,90,22833
1808,2004,27,677910,1,24,27336
1809,2004,27,677910,2,36,26073
1810,2004,27,677910,1,62,23506
1811,2004,28,677915,1,6,26483
1812,2004,28,677915,2,21,26483
1813,2004,28,677915,1,74,34352
1814,2004,28,677915,2,90,512
1815,2004,28,677916,-1,88,22042
1816,2004,28,677917,1,57,22675
1817,2004,28,677918,-1,65,25040
1818,2004,28,677918,0,66,368
1819,2004,28,677918,1,84,1666
1820,2004,28,677919,-1,64,1185
1821,2004,28,677919,-2,78,307
1822,2004,28,677921,1,15,25173
1823,2004,28,677921,2,47,25173
1824,2004,28,677921,3,63,25173
1825,2004,28,677922,-1,8,23709
1826,2004,28,677922,0,57,21805
1827,2004,28,677922,-1,70,9126
1828,2004,28,677914,-1,6,378
1829,2004,28,677914,-2,24,26143
1830,2004,28,677920,1,59,28494
1831,2004,28,677920,2,68,29757
1832,2004,28,677920,3,88,28494
1833,2004,29,677923,1,51,9039
1834,2004,29,677923,0,90,22907
1835,2004,29,677924,-1,90,23586
1836,2004,29,677926,1,16,26534
1837,2004,29,677926,0,86,30191
1838,2004,29,677927,-1,26,1131
1839,2004,29,677927,0,37,1313
1840,2004,29,677927,-1,66,25733
1841,2004,29,677927,-2,83,25733
1842,2004,29,677928,-1,30,26483
1843,2004,29,677929,1,3,22057
1844,2004,29,677929,0,61,1665
1845,2004,29,677929,-1,87,25017
1846,2004,29,677930,1,39,25120
1847,2004,29,677930,0,46,27472
1848,2004,29,677930,1,74,25496
1849,2004,29,677925,-1,39,22675
1850,2004,29,677925,0,61,1738
1851,2004,29,677925,-1,74,25301
1852,2004,30,677932,-1,4,26143
1853,2004,30,677932,0,12,27336
1854,2004,30,677932,1,29,22042
1855,2004,30,677932,0,42,23263
1856,2004,30,677932,1,61,25041
1857,2004,30,677932,2,74,25041
1858,2004,30,677933,1,5,23949
1859,2004,30,677933,0,15,24552
1860,2004,30,677933,1,55,23949
1861,2004,30,677933,2,69,23949
1862,2004,30,677934,1,9,24314
1863,2004,30,677934,2,26,1666
1864,2004,30,677934,1,51,215
1865,2004,30,677934,2,63,25031
1866,2004,30,677935,1,23,26148
1867,2004,30,677935,2,79,22052
1868,2004,30,677938,1,49,24843
1869,2004,30,677938,2,61,26807
1870,2004,30,677938,3,64,27558
1871,2004,30,677939,1,5,1654
1872,2004,30,677939,0,17,22575
1873,2004,30,677939,1,35,26483
1874,2004,30,677939,2,50,28615
1875,2004,30,677939,3,59,26483
1876,2004,30,677940,1,3,22814
1877,2004,30,677940,2,38,24850
1878,2004,30,677940,1,39,23709
1879,2004,31,677941,-1,6,22934
1880,2004,31,677941,0,27,24378
1881,2004,31,677941,-1,60,22907
1882,2004,31,677941,-2,65,22052
1883,2004,31,677941,-3,68,1823
1884,2004,31,677941,-4,78,26171
1885,2004,31,677941,-5,84,26119
1886,2004,31,677941,-4,87,30865
1887,2004,31,677942,-1,19,1666
1888,2004,31,677942,-2,35,25031
1889,2004,31,677942,-3,48,25031
1890,2004,31,677942,-4,67,25031
1891,2004,31,677943,1,11,30197
1892,2004,31,677943,0,37,27336
1893,2004,31,677943,-1,40,25041
1894,2004,31,677943,0,80,25338
1895,2004,31,677944,1,43,27616
1896,2004,31,677944,2,53,23156
1897,2004,31,677944,3,78,23709
1898,2004,31,677945,-1,23,23504
1899,2004,31,677945,0,30,26563
1900,2004,31,677945,1,37,26563
1901,2004,31,677945,2,41,22575
1902,2004,31,677945,1,56,25733
1903,2004,31,677945,0,64,9079
1904,2004,31,677946,1,45,30648
1905,2004,31,677946,2,70,22587
1906,2004,31,677946,1,73,1654
1907,2004,31,677948,1,17,9039
1908,2004,31,677948,2,24,29746
1909,2004,31,677947,1,41,26228
1910,2004,31,677949,1,87,25410
1911,2004,32,677950,-1,24,1738
1912,2004,32,677950,-2,40,23141
1913,2004,32,677950,-1,73,22664
1914,2004,32,677951,-1,17,25031
1915,2004,32,677951,0,35,22934
1916,2004,32,677951,-1,42,1666
1917,2004,32,677951,0,58,22907
1918,2004,32,677951,-1,82,25031
1919,2004,32,677951,-2,89,25031
1920,2004,32,677952,1,21,23421
1921,2004,32,677952,2,85,29757
1922,2004,32,677952,1,90,22028
1923,2004,32,677953,1,88,25173
1924,2004,32,677955,-1,17,26228
1925,2004,32,677955,0,63,23506
1926,2004,32,677955,1,81,26483
1927,2004,32,677955,2,87,29031
1928,2004,32,677956,1,27,25733
1929,2004,32,677956,2,58,9079
1930,2004,32,677956,3,88,25733
1931,2004,32,677957,-1,9,26563
1932,2004,32,677957,-2,90,22645
1933,2004,32,677958,1,32,24746
1934,2004,33,677959,1,29,26148
1935,2004,33,677959,0,35,23263
1936,2004,33,677959,1,47,21801
1937,2004,33,677959,2,57,22707
1938,2004,33,677959,1,86,22707
1939,2004,33,677960,-1,23,25338
1940,2004,33,677960,0,48,24533
1941,2004,33,677960,1,49,23156
1942,2004,33,677960,2,53,23156
1943,2004,33,677960,3,90,24533
1944,2004,33,677961,-1,17,22042
1945,2004,33,677961,0,19,197
1946,2004,33,677961,-1,43,463
1947,2004,33,677962,-1,20,23753
1948,2004,33,677962,0,27,29700
1949,2004,33,677963,1,24,25475
1950,2004,33,677963,2,30,1185
1951,2004,33,677963,1,61,28275
1952,2004,33,677963,0,86,23332
1953,2004,33,677965,-1,13,26807
1954,2004,33,677965,0,43,27744
1955,2004,33,677965,1,87,30755
1956,2004,33,677966,1,60,25400
1957,2004,33,677966,2,71,24378
1958,2004,33,677967,1,8,24314
1959,2004,33,677967,2,26,1666
1960,2004,33,677967,3,31,25031
1961,2004,33,677967,4,41,25031
1962,2004,33,677967,5,44,21998
1963,2004,33,677967,4,52,29683
1964,2004,33,677967,5,78,21998
1965,2004,33,677967,4,80,26449
1966,2004,33,677967,3,83,26449
1967,2004,34,677968,-1,15,21882
1968,2004,34,677968,0,18,29757
1969,2004,34,677968,-1,87,22907
1970,2004,34,677969,-1,27,1666
1971,2004,34,677969,-2,30,313
1972,2004,34,677969,-3,72,25031
1973,2004,34,677969,-2,88,24364
1974,2004,34,677970,-1,3,25301
1975,2004,34,677972,-1,2,9039
1976,2004,34,677972,0,41,25733
1977,2004,34,677972,1,58,25733
1978,2004,34,677972,2,59,9079
1979,2004,34,677972,3,61,25733
1980,2004,34,677972,4,69,28275
1981,2004,34,677973,1,35,24866
1982,2004,34,677973,0,41,26228
1983,2004,34,677973,-1,56,1185
1984,2004,34,677974,-1,15,26539
1985,2004,34,677974,0,52,33625
1986,2004,34,677974,1,67,25041
1987,2004,34,677975,-1,6,22575
1988,2004,34,677975,0,11,1313
1989,2004,34,677975,-1,55,22803
1990,2004,34,677975,0,78,26778
1991,2004,34,677975,-1,89,22803
1992,2004,34,677976,-1,13,23156
1993,2004,34,677976,-2,42,27646
1994,2004,34,677976,-1,45,26143
